0	0	1
0	2	96
0	4	3
0	6	4
0	8	68
0	10	69
0	12	30
0	14	192
0	16	32
0	18	10
0	20	11
0	22	34
0	24	110
0	26	62
0	28	15
0	30	159
0	32	53
0	34	85
0	36	86
0	38	104
0	40	154
0	42	43
0	44	44
24	0	25
24	2	89
24	4	27
24	6	4
24	8	5
24	10	69
24	12	126
24	14	59
24	16	92
24	18	33
24	20	11
24	22	83
24	24	13
24	26	51
24	28	36
24	30	52
24	32	64
24	34	127
24	36	73
24	38	54
24	40	124
24	42	22
24	44	150
45	0	25
45	2	89
45	4	46
45	6	47
45	8	68
45	10	206
45	12	30
45	14	59
45	16	9
45	18	10
45	20	11
45	22	135
45	24	35
45	26	62
45	28	15
45	30	159
45	32	132
45	34	85
45	36	116
45	38	87
45	40	42
45	42	22
45	44	150
56	0	25
56	2	26
56	4	3
56	6	57
56	8	28
56	10	166
56	12	126
56	14	170
56	16	32
56	18	51
56	20	61
56	22	34
56	24	13
56	26	84
56	28	63
56	30	78
56	32	132
56	34	85
56	36	86
56	38	128
56	40	154
56	42	43
56	44	23
65	0	25
65	2	96
65	4	67
65	6	47
65	8	101
65	10	76
65	12	126
65	14	8
65	16	9
65	18	71
65	20	11
65	22	83
65	24	13
65	26	62
65	28	72
65	30	78
65	32	38
65	34	85
65	36	19
65	38	41
65	40	42
65	42	43
65	44	150
74	0	25
74	2	80
74	4	3
74	6	75
74	8	90
74	10	206
74	12	30
74	14	192
74	16	92
74	18	10
74	20	61
74	22	83
74	24	110
74	26	14
74	28	77
74	30	52
74	32	17
74	34	39
74	36	103
74	38	111
74	40	154
74	42	43
74	44	55
79	0	25
79	2	66
79	4	46
79	6	75
79	8	5
79	10	76
79	12	126
79	14	70
79	16	92
79	18	10
79	20	61
79	22	135
79	24	50
79	26	51
79	28	15
79	30	78
79	32	38
79	34	39
79	36	116
79	38	111
79	40	154
79	42	22
79	44	150
88	0	1
88	2	80
88	4	67
88	6	57
88	8	101
88	10	76
88	12	126
88	14	8
88	16	32
88	18	93
88	20	11
88	22	115
88	24	13
88	26	84
88	28	72
88	30	159
88	32	17
88	34	39
88	36	19
88	38	20
88	40	154
88	42	43
88	44	150
95	0	1
95	2	80
95	4	46
95	6	4
95	8	28
95	10	69
95	12	30
95	14	59
95	16	9
95	18	71
95	20	98
95	22	34
95	24	50
95	26	84
95	28	63
95	30	16
95	32	53
95	34	127
95	36	116
95	38	87
95	40	21
95	42	43
95	44	23
100	0	25
100	2	80
100	4	27
100	6	47
100	8	68
100	10	82
100	12	30
100	14	170
100	16	32
100	18	71
100	20	102
100	22	109
100	24	50
100	26	62
100	28	72
100	30	159
100	32	38
100	34	85
100	36	40
100	38	128
100	40	42
100	42	22
100	44	44
105	0	1
105	2	2
105	4	46
105	6	75
105	8	81
105	10	76
105	12	30
105	14	192
105	16	60
105	18	33
105	20	108
105	22	99
105	24	50
105	26	51
105	28	36
105	30	52
105	32	64
105	34	85
105	36	103
105	38	54
105	40	42
105	42	22
105	44	23
112	0	1
112	2	2
112	4	3
112	6	47
112	8	90
112	10	69
112	12	126
112	14	59
112	16	92
112	18	10
112	20	102
112	22	109
112	24	35
112	26	51
112	28	72
112	30	37
112	32	38
112	34	127
112	36	19
112	38	111
112	40	42
112	42	22
112	44	44
117	0	1
117	2	66
117	4	67
117	6	47
117	8	68
117	10	91
117	12	30
117	14	70
117	16	32
117	18	93
117	20	61
117	22	109
117	24	110
117	26	51
117	28	72
117	30	52
117	32	132
117	34	85
117	36	19
117	38	20
117	40	154
117	42	22
117	44	150
118	0	1
118	2	66
118	4	67
118	6	47
118	8	5
118	10	69
118	12	30
118	14	153
118	16	60
118	18	51
118	20	61
118	22	34
118	24	110
118	26	14
118	28	36
118	30	159
118	32	17
118	34	127
118	36	40
118	38	87
118	40	124
118	42	22
118	44	150
119	0	25
119	2	106
119	4	67
119	6	57
119	8	101
119	10	91
119	12	30
119	14	70
119	16	92
119	18	51
119	20	11
119	22	135
119	24	110
119	26	51
119	28	72
119	30	16
119	32	53
119	34	85
119	36	40
119	38	54
119	40	42
119	42	22
119	44	44
120	0	25
120	2	2
120	4	46
120	6	4
120	8	48
120	10	175
120	12	30
120	14	31
120	16	9
120	18	33
120	20	121
120	22	83
120	24	110
120	26	51
120	28	15
120	30	52
120	32	132
120	34	85
120	36	94
120	38	54
120	40	124
120	42	43
120	44	55
122	0	1
122	2	89
122	4	3
122	6	4
122	8	81
122	10	69
122	12	30
122	14	153
122	16	92
122	18	51
122	20	123
122	22	99
122	24	110
122	26	84
122	28	15
122	30	52
122	32	64
122	34	127
122	36	40
122	38	128
122	40	154
122	42	43
122	44	44
125	0	25
125	2	80
125	4	67
125	6	4
125	8	101
125	10	69
125	12	252
125	14	170
125	16	32
125	18	71
125	20	11
125	22	109
125	24	110
125	26	84
125	28	15
125	30	52
125	32	132
125	34	39
125	36	103
125	38	104
125	40	21
125	42	22
125	44	150
129	0	1
129	2	80
129	4	3
129	6	4
129	8	68
129	10	166
129	12	30
129	14	153
129	16	9
129	18	10
129	20	123
129	22	99
129	24	110
129	26	51
129	28	15
129	30	37
129	32	64
129	34	85
129	36	19
129	38	87
129	40	124
129	42	43
129	44	150
130	0	1
130	2	89
130	4	27
130	6	75
130	8	5
130	10	206
130	12	30
130	14	59
130	16	32
130	18	33
130	20	61
130	22	99
130	24	35
130	26	51
130	28	15
130	30	16
130	32	132
130	34	85
130	36	116
130	38	87
130	40	42
130	42	22
130	44	44
131	0	1
131	2	106
131	4	67
131	6	57
131	8	5
131	10	82
131	12	30
131	14	70
131	16	9
131	18	93
131	20	11
131	22	12
131	24	35
131	26	14
131	28	15
131	30	16
131	32	38
131	34	85
131	36	116
131	38	104
131	40	42
131	42	22
131	44	55
133	0	25
133	2	106
133	4	46
133	6	47
133	8	48
133	10	82
133	12	30
133	14	70
133	16	92
133	18	51
133	20	61
133	22	34
133	24	35
133	26	51
133	28	36
133	30	159
133	32	53
133	34	127
133	36	86
133	38	87
133	40	42
133	42	22
133	44	44
134	0	25
134	2	26
134	4	3
134	6	4
134	8	48
134	10	246
134	12	30
134	14	31
134	16	32
134	18	71
134	20	123
134	22	12
134	24	110
134	26	84
134	28	72
134	30	16
134	32	132
134	34	127
134	36	40
134	38	104
134	40	124
134	42	22
134	44	55
136	0	1
136	2	106
136	4	46
136	6	4
136	8	68
136	10	91
136	12	30
136	14	59
136	16	32
136	18	93
136	20	102
136	22	135
136	24	13
136	26	14
136	28	15
136	30	78
136	32	132
136	34	18
136	36	73
136	38	20
136	40	124
136	42	22
136	44	23
138	0	25
138	2	89
138	4	3
138	6	75
138	8	101
138	10	113
138	12	30
138	14	114
138	16	9
138	18	10
138	20	123
138	22	135
138	24	13
138	26	62
138	28	36
138	30	78
138	32	38
138	34	85
138	36	94
138	38	54
138	40	154
138	42	43
138	44	23
139	0	25
139	2	80
139	4	67
139	6	47
139	8	101
139	10	166
